content,polarity,Target
@Enric_Hernandez Y ese déficit nunca ha estado oculto...,N,0
"Si tambien tengo. Voy a mandar foto RT @bbreso: @AlejandroSanz @sanzfusion ese es un buen piano, (cont) http://t.co/9BM2oHfE",P,1
"“@ainaralejos: impresionante #lachispadelavida sin duda la musica, lo mejor! Buenisima!” @JoanValent el es el compositor",P,1
@ccifuentes #FF ;-))),P,1
El roto: lo tenéis? BRUTAL. El mejor desde hace años http://t.co/N9uvphp6,P,1
"Bertolt Brecht: ""El peor analfabeto es el analfabeto político. No oye, no habla, no participa de los acontecimiento... http://t.co/w0aRMS6M",N,0
Logroño se viste de largo para celebrar hoy en #Fitur su Día. http://t.co/Hbf1RBOk,P,1
"Es estupendo “@fjcristofol: Rafa Álvarez es,seguramente,el mejor entrevist d la prensa española.Incluso ante personajes vacíos y sin humor",P,1
". @JavierCremades "" #Malaga es un espacio que atrae talento "" @malagavalley @pedroj_ramirez @elmundo_orbyt http://t.co/TvRr2Q6A",P,1
"Mourinho apoya a Pepe.Lógico, se empieza metiendo el dedo en el ojo a otro entrenador y se acaba apoyando a Pepe.Fútbol arte #Pepebotadeoro",N,0
He aquí la foto con @pedroj_ramirez ;-))) en el acto del premio a @elmundo_orbyt . Q maravilla escucharlo y conocerlo http://t.co/BleDlKQS,P,1
Lo siento por Donosti pero estoy de acuerdo. Consuelo Ordóñez: 'San Sebastián merece la capitalidad de la indignidad' http://t.co/bttvOoeO,N,0
RT @PoliticaMadrid @Ayto_Boadilla Hasta 13 feb Sala de la Millonaria abierta ininterrumpidamente para estudiantes ¡A por el sobresaliente!,P,1
"Yo mientras, ligando con la madre del director de #Jackysugemela (sin éxito) http://t.co/G7Uk2WPH",N,0
Una vista nocturna del interior del barco de #Jackysugemela (menudos fíestorros!) http://t.co/yRAVxGj9,P,1
"No siempre lo consigo. “@Ayramperezg: Impresionante rapidez de respuesta de @santiagocervera al correo, ojalá algunos fueran tan eficientes”",P,1
Hallado el cuerpo sin vida de una mujer en el interior del 'Costa Concordia' http://t.co/G4z8v5Gu,N,0
Es necesario activar la reordenación del sector público bajo la base del consenso con los afectados http://t.co/4nOqkZex vía @europapress_es,N,0
Yo creo q la culpa la tienen las empresas de telecomunicaciones q son las q se forran. Donde esta la competencia? #estodounabroma,N,0
felicidades! “@ChiquilloBarber: Hoy es el cumple de un activo twittero @marodriguezb...¡Felicidades!”,P,1
"En 70 minutos, @giraldatv te ofrece el análisis del #derbysevillano de sta noche.De 20h a 21:30h.Y a las 0:00h,el postpartido#sevillahoy",P,1
#americanhorrorstory me está enganchando,P,1
Es divertidísima. Todo esto lo inventaron Lynch y Frost.,P,1
"Estais guapisimas. RT @lirci_EPSanz: ""@TributoSanzEs: @AlejandroSanz mira amor!! Aquí estamos (cont) http://t.co/3mkvFIZJ",P,1
Que rrrriiiicaaaaa RT @naranzu: @AlejandroSanz y de regalo...una Leche Frita desde Cadiz para que (cont) http://t.co/2gsWw7Gw,P,1
A ver si ahora el Atleti va a golear en todos los partidos y nos va a quitar la ilusión por el sufrimiento y por el fútbol a los atléticos,P,1
Es triste...“@mi_caye: La viuda de Gregorio Ordóñez: «San Sebastián es capital de la indignidad» - ABC.es http://t.co/H4pqIgzl via @abc_es”,N,0
Naciste bloqueado. Yo sólo lo ratifico en mi twitter.,N,0
Jajaja. Si joe.. Todo a la vez. RT @natuchi79svq: @AlejandroSanz el derby y el carnaval..estoy por (cont) http://t.co/DvUY4S6O,P,1
El @cacmalaga critica las declaraciones de Plata y cifra en 522 las obras de arte propias http://t.co/VsSxiFRj,N,0
"“@IratiKerplunk: Acabo de ver #lachispadelavida.tengo algunas palabrillas que decir: brillante, brilante, brillante!! gran pelicula. Gracias",P,1
“@imc1992: Sin duda @Edurnity es la mejor Sandy que podía haber.Iguala e incluso supera a la original!Un besazo! #edurneessandy”wow gracias!,P,1
150€ más el vino “@EVA__MARIA_: @pedroj_ramirez ¿ Cuanto es razonable ? Ejem. Para dos personas #gracias”,P,1
"He ido al cine a ver Los Descendientes. Había derbi y pensé que poca gente. Sala a rebosar. No sitio. Cambio a Margaret Tatcher, no está mal",P,1
Qué emoción en el Betis-Sevilla! Al final 1-1 y el Sevilla con diez jugadores.. Qué grande es el fútbol!!,P,1
Me gusta que el Canijo sea TT. Tengo ganas de ver lo que trae este año!,P,1
GRACIAS GAVÀ POR VUESTRO CARIÑO!! #yeswespainISDIFFERENT  ya es una realidad!!!;))),P,1
Otra serie mítica! http://t.co/NTaB7mYR,P,1
"Por cierto, magnífico el concierto organizado ayer x la Embajada China, para celebrar su Año Nuevo, el del Dragón.",P,1
Bien! “@josedelapenac: Aúpa #Nadal se lleva el duelo español ante Feliciano López y se planta en cuartos de final  #AbiertoDeAustralia”,P,1
El manifiesto de apoyo a 'Público' ya está en público.es si queréis firmarlo. (Por favor RT). http://t.co/x3LhLlux#porquePúblicohacefalta,P,1
Acabo de leer un poco por vuestras fotos y me parece q marca quiere sacar las cosas de quicio pq ese tipo de dialogo suele pasar.,N,0
@anapastor_tve @ramonlobo ole la tenacidad de los periodistas irlandeses!,N,0
"Miles de gracias a los cientos d comentarios positivos sobre #jackysugemela! (tambien a los 3 comentarios negativos,al menos la han visto ;)",P,1
Genial crónica de @maykanavarro sobre el estreno del Ministro de Defensa Morenés en #Afganistán http://t.co/gINbRH9v,P,1
"Debemos volver a recuperar la confianza de la ciudadanía, empecemos por lo local, por lo cercano, el poder municipal. #massocialismo",P,1
El fracaso de los fondos mineros está en la falta d voluntad del gobierno central y en nuestra incapacidad d diseñar su futuro en  Asturias,N,0
Monti y Draghi piden duplicar la capacidad del fondo de rescate permanente. Menudo 2012 nos espera!,N,0
Cuando era pequeña y me enteré que las películas eran dobladas tuve la misma sensación que cuando me enteré que los reyes son quienes son,N,0
La neolengua se introduce en el insulto conservador. Ahora se lleva el diagnóstico de discapacidad o de enfermedad mental. Falta humanidad !,N,0
Hoy la Cursa de la Dona da ejemplo de la gran implicación de la sociedad  en eventos deportivos...@cursadona http://t.co/gX9yYV6c,P,1
Gracias a todos los que habéis felicitado a Palomita por su cumpleaños sin que ella lo sepa. Sois estupendos. Hoy esta de bajada. Mucho But.,P,1
Vamos @malagacf ;-)),P,1
"""Carrera d fanatismo"". Mi columna sobre la execrable persecución d los islamistas a los cristianos en #Nigeria . Mañana en @LARAZON_es",N,0
Aunque para grandes este!Maestro Landa... http://t.co/25NjdSdL,P,1
"Por cierto, el Banco de España dará a conocer mañana su previsión de crecimiento para este año ¿Se aproximará a la del FMI?",P,1
Gran victoria del equipo. Seguimos adelante y ahora a pensar en el miércoles! Vamos!!!!,P,1
Me han tenido que dar oxígeno pero ya estoy recuperado.,P,1
Siiii.. Lo se.. Mis Chilen@s del alma os mando todo mi corazon y mi agradecimiento. RT (cont) http://t.co/Tat8czDi,P,1
Jajaja... Siii un pipiolo. RT @leiruarikahs: @AlejandroSanz  jajajaa aunq t pongan mas tu eres un chavo juvensuelooo  haha saluditos!!,P,1
Totalmente RT @CordobeSanz_: @AlejandroSanz ke verdades mas grandes se cantan en el carnaval de Cai,P,1
Jajaja. Pues no se diga mas. Un abrazo volador para ti. RT @Fans_Sanz: RT @Rossana2310 (cont) http://t.co/3dS3NCbP,P,1
"Un titular mañana en el @20m de Barcelona: ""El Barça gana por goLEOlada""",P,1
"Por cierto, para la gira mexicana, que canciones os gustaría escuchar en el repertorio de los conciertos? alguna sugerencia diferente?",P,1
Otro gran dia en NYC.Fuimos al Zoologico (nos congelamos) 1sauna y problema resuelto.Estudie musica de Evita y ahora a Zzz Bnoches mi gente,P,1
"Buenos días a todos, que tengáis un buen lunes y una estupenda semana :-)",P,1
RT @WestWoodEntt: #Brava de @paurubio se posiciona dentro de los primeros lugares de popularidad ... http://t.co/20KcIGaV,P,1
Dentro de un rato comentaremos en la Cope las vacilaciones de la política económica del Gobierno y el estado de la pugna Rubal-Chacón.,N,0
Messi ya está aquí!!!;))) http://t.co/jHoAgHcO,P,1
"Buenos días, os deseo una buena semana. Nos toca reunión con consejeros,con el objetivo de hacer políticas en común en Sanidad y S. sociales",P,1
Moisés Naín compara las desigualdades con el colesterol. Yo Discrepo y creo con Navarro que todas son malas para la justicia y la economía,N,0
"El Banco de España dará a conocer hoy sus previsiones sobre crecimiento en 2012. MAFO apuesta por una caída del PIB del1,5%",N,0
Esta tarde solidaridad y apoyo para el futuro de Público en El Ateneo.,P,1
"""No refundemos la socialdemocracia cuando lo que ha fracasado es el sistema financiero, eso no significa que no tengamos que hacer ajustes""",N,0
"A vacas tan flacas, menos obsesión con el déficit. En mi blog en @20m http://t.co/RHPFCQfU",N,0
"#Andalucia necesita claridad en sus cuentas, transparencia y rigor . Por eso es tan necesario #elcambioandaluz",N,0
"""El voto en blanco en el Congreso del PSOE""....son muchos en el PSOE los que siguen pensando que ni Rubalcaba ni Chacónhttp://t.co/EUbPkDrI",N,0
Una masa ártica de agua dulce puede hacer más frío el clima en Europa http://t.co/UgJU8KXI (EP),N,0
Qué guarro es @Carles5puyol! Como puede guardar la basura en el parabrisas de su coche?? http://t.co/OUIo9x3s,N,0
"Ahora si! Espero que os guste! @FundacionIdeas ""El cambio como política""  http://t.co/XRA2mqmS",P,1
¿Si es inocente por qué pide la prescripcion? Fabra insiste en que es inocente y pide la prescripción de los delitos http://t.co/R3KUgf4i,N,0
Aquí tenéis la entrevista de ayer con Ondacero. http://t.co/gv4SxhF1 Espero que la escucheis. Un abrazo fuerte amigos. ¡HALA MADRID!,P,1
"Sii!! Yo ta tengo el mío! Ya colgaré la fotito!“@Demolina22: Volviendo a poner activo el blog, encantada estoy!!!! http://t.co/mMvA0x8s”",P,1
"El actor Juan Luis Galiardo nos visita en @giraldatv,un grande de la escena en #sevillahoy de gira con ""El Avaro"" de Moliére",P,1
Austeridad y rigor en la administración: base de la reactivación económica para sacar a #Andalucía del pozo del desempleo y la crisis.,P,1
Blázquez rechaza a Soraya S. de Santamaría de pregonera de la Semana Santa por estar casada por lo civil. Monseñor: qué pereza da usted.,N,0
ETA sigue extorsionando.Ésto para los q decían q se había acabado.A ETA hay q aplastarla con justicia y sin concesiones http://t.co/K1GtHsUN,N,0
"Y si te fijas, los no católicos son los q más bombo están dándole al tema. ¿Me sigues? @trasgodegaceta",N,0
"A punto de ver el partido de la Copa África, Marruecos vs Túnez. Siempre me ha gustado mucho este torneo! A ver que tal mi amigo Chamakh.",P,1
Porque público nos explica la realidad y los responsables de lo que ocurre. El por qué de las cosas. Recuerda a los profesionales Olga Rguez,P,1
Ante la avalancha de consultas y el interés suscitado hemos logrado ampliar de 1.000 a 5.000 el límite de la opción que incluye el iPad2.,P,1
Vaya lío en que se ha metido el ministro del Interior la víspera de ir a ver al jefe de la Ertzaintza. La patronal ... http://t.co/oclUPrnc,N,0
@javiercasqueiro @virginiapalonso me he ido a la calle y me encontrado todo cortado. A alguien se le ha ido la mano. @ccifuentes sabrá algo?,N,0
Un pacto de salarios sindicatos/CEOE es condición necesaria pero no suficiente para generar empleo. http://t.co/EYXkTooY,N,0
"Al que se negaba a dar dinero los de Batasuna/&ETA le decían que ""tomaban nota"". Pero Confebask dice q no es extorsión. Ver para creer",N,0
"Ertzaintza, Confebask y Gob Vasco tratan de minimizar la extorsión de Batasuna/ETA a El País. Y se confunden campañas con lo que está pasand",N,0
"El País: ""Fuentes de (...) que lo que el ministro y La Gaceta denominan extorsión es la solicitud de una colaboración voluntaria"" ATÓNITO",N,0
Me ha dicho un pajarito por aquí que @RecioManolo es el jefe de campaña 2.0 de @PepeGrinan ;-)))) equipazo ;-))),P,1
Tres nuevas #herramientas para desarrollar #periodismo de datos http://t.co/uuTCveyH,P,1
En el concierto de Monica Naranjo...No se puede tener mas arte! (ni hacer una peor foto) http://t.co/rW1msxeM,P,1
"Acuerdo social para congelar los salarios, El Prat se queda en Madrid y semana de la moda en Barcelona.http://t.co/MiQPXQyZ#portadaEPC",N,0
Los Gobiernos del Partido Popular sientan las bases de austeridad en toda España http://t.co/elBSlAA3 vía @ppopular,N,0
"Jajajajaj RT @ALIandCIA: RT @vasconita: Acepto ""gato satánico"" como elemento decorativo. http://t.co/RziD5y1P",P,1
Gran articulo de Carmen S.Macías  http://t.co/EIFuOKrB vía @larazon_es,P,1
B días! Camino de @anarosaq en Tele5. Accidente enorme en la carretera Fuencarral- Alcobendas.,N,0
"Org. Internacional dl Trabajo: si la desaceleración se materializa,los 200 millones d parados previstos para 2012 pueden subir a 204millones",N,0
"La tasa de desempleo más alta, 10,9%, se da en el norte de África y los más afectados son los jóvenes, según Org. Internacional del Trabajo",N,0
"Actualización: Al menos 10 muertos y 40 heridos por la explosión de 2 coches bomba en el barrio chií de Sadar City, Bagdad",N,0
“@martinbravo_a: El arzobispo de Valladolid desmiente lo publicado y lamenta actitud de @EFEnoticias http://t.co/ABhT8BVg cc: @maslibres”,N,0
Hoy tengo una cita que me hace mucha ilusión:Esta tarde estaré con mi admirada @julia_otero !! Os espero!! en @Juliaenlaonda en @OndaCero_es,P,1
"Vaya, el PP vasco también confirma la deriva de la extorsión de Batasuna/ETA al pequeño comercio, sobre la que tenían datos. ¡Intoxicadores!",N,0
Manel Fontdevila abre nuevo blog: L'impepinable http://t.co/U1QLQh9I,P,1
"Y un tercer pero: la extorsión lo es bien al empresario o al tendero. La haga su brazo político o el autodenominado ""militar"" @jordisainz",N,0
"Hoy en MadridFusión presentando ""Salamanca para Comérsela"" junto a 17 restaurantes y 14 marcas que promocionarán Salamanca como destino.",P,1
"De nuevo buena subasta. El Tesoro coloca el máximo previsto, más barato y con más demanda http://t.co/jLJTAo7E",P,1
Brasil aumenta tensiones con Iran http://t.co/3AyCHlfS,N,0
De esos sólo en el cementerio “@Mercado2dMayo: @pedroj_ramirez @lasantacova @pedroj_ @elmundoes Lo que gustaría ser es Senador Perpetuo”,N,0
"Cospedal reitera desde el Senado ""el objetivo de déficit es irrenunciable""",N,0
Un profesional q gane 300.000 euros en Cataluña paga el 56% de IRPF y además impuesto de patrimonio ¿Extraña que pidan traslado a Madrid?,N,0
"Nota frívola. A mí me parece que George Clooney sale hasta feo en ""Los Descendientes"". Eso es que lo ha hecho muy bien... ;-)",P,1
"A lo largo de mi carrera, jamás he faltado el respeto a ningún entrenador. Con esto, desmiento algunas cosas que dicen mi y yo nunca dije.",P,1
Y la cantidad de locales cedidos por la Junta y cerrados ? Dense un paseo por la Cruz Verde  http://t.co/clh5Fjcz,N,0
"Es mas me voy a retirar de twitter, gracias por seguirme y por querer saber de mi vida.gracias y una pregunta,como doy de baja esto?",P,1
"Entiendo que lo del iPad es muy sexy, pero el chollo es la opción 2 y no digamos la 1: nunca más 1 año de EM por 80€. http://t.co/czUGNg2e",P,1
"Estamos a punto de empezar en @TDtarde @13television y enseguida hablaremos del acuerdo sindicatos-CEOE y de #Garzón, claro, como no!",P,1
"Que te pare la poli para pedir papeles, y tu amiga le pida una foro: No tiene precio!!! que majo! Jaaa http://t.co/DkxX7nNV",P,1
"PueS queda todavia unos meses, pero vamos muy rapido. OjalA para verano. RT @MisterAbano: (cont) http://t.co/ubidI4dg",P,1
RT @PwC_Spain: Sólo un 15% de los CEOs a nivel mundial cree que la economía mejorará en 2012 #PwC #CEOs,N,0
La petición de la Junta de 1.379 millones al Gobierno de Rajoy es una crítica tardía y poco creíble a Zapatero http://t.co/62h9WmVF,N,0
"Maleducado,perdón.El representante del Congo retira la mano cuando se acerca a la princesa de Asturias http://t.co/upsmUNpR vía @antena3com”",N,0
